City_ID,City,Country,Max Temp,Weather Descritption,Lat,Lng,Hotel Name
603,Salisbury,GB,70.54,broken clouds,51.0693,-1.7957,Mercure Salisbury White Hart Hotel
609,Seoul,KR,71.2,light rain,37.5683,126.9778,LOTTE HOTEL SEOUL
613,Yanai,JP,78.8,overcast clouds,33.9667,132.1167,Yanai City Hotel
614,Puerto Ayacucho,VE,82.38,broken clouds,5.6639,-67.6236,Posada Turistica Manapiare
616,Sirsa,IN,83.32,overcast clouds,29.5333,75.0167,OYO 48542 Hotel Capital
617,Bentiu,SS,72.73,overcast clouds,9.2333,29.8333,Mandela hôtel
619,Gagra,GE,70.72,broken clouds,43.3283,40.2239,Hotel KORSHIKOFF
626,Maragogi,BR,74.95,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
627,Alora,ES,77.92,clear sky,36.8236,-4.7058,Apartments Vientos de Santa María
629,Hun,LY,85.12,clear sky,29.1268,15.9477,Alrwasi Hotel
632,Patitirion,GR,75.38,clear sky,39.15,23.8667,Pension Votsi
633,Fort-Shevchenko,KZ,77.68,overcast clouds,44.5086,50.263,Oasis hotel Bautino
635,Sola,VU,80.71,broken clouds,-13.8833,167.55,Leumerus Bungalows
639,Rapar,IN,82.15,overcast clouds,23.5667,70.6333,Dharamshi Bapa’s Home
640,Teknaf,BD,80.28,overcast clouds,20.8624,92.3058,Forestry Guesthouse
642,Olinda,BR,76.73,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
644,Calama,CL,73.89,scattered clouds,-22.4667,-68.9333,Park Hotel Calama
646,Srandakan,ID,76.39,overcast clouds,-7.9386,110.2506,Puri Brata
648,Senador Jose Porfirio,BR,83.37,overcast clouds,-2.5908,-51.9542,Pousada Novo Horizonte
649,Santa Cruz,BO,87.85,clear sky,-17.8,-63.1667,Aviador Hotel Boutique
650,Kismayo,SO,75.15,light rain,-0.3582,42.5454,Agan-Hotel
654,Albina,SR,82.8,broken clouds,5.5,-54.05,Hudace
659,Eldorado,BR,80.98,clear sky,-23.7869,-54.2836,Villa Verde Hotel
662,Cabinda,AO,73.54,broken clouds,-5.55,12.2,Hotel Maiombe
663,Makokou,GA,74.14,overcast clouds,0.5738,12.8642,Hôtel
665,Marsa Matruh,EG,77.2,clear sky,31.3525,27.2453,Beau Site
668,Gopalganj,IN,81.57,overcast clouds,26.4667,84.4333,SPOT ON 62129 Hotel Shabnam SPOT
672,Eresos,GR,71.89,clear sky,39.1667,25.9333,Studio Aspa
673,Bahia Honda,CU,88.05,moderate rain,22.9036,-83.1592,Casa Gualberto - Deysi
674,Baracoa,CU,85.33,broken clouds,20.3467,-74.4958,Hostal Rio Miel
676,Puerto Leguizamo,CO,71.51,moderate rain,-0.1934,-74.7819,la casona de juancho
678,Bage,BR,74.98,clear sky,-31.3314,-54.1069,Hotel Obino - Bagé
681,Nantucket,US,89.74,clear sky,41.2835,-70.0995,Jared Coffin House
