City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Descritption
349,Quirinopolis,BR,-18.4483,-50.4517,85.33,20,32,9.44,scattered clouds
350,Byron Bay,AU,-28.65,153.6167,56.95,73,100,15.17,overcast clouds
351,Ca Mau,VN,9.1769,105.15,77.25,89,100,5.1,overcast clouds
352,Chiredzi,ZW,-21.05,31.6667,65.79,69,82,4.5,light rain
353,Albert Town,JM,18.2943,-77.5424,79.3,80,97,3.13,overcast clouds
354,Ontario,US,34.0633,-117.6509,98.38,33,100,8.05,overcast clouds
355,Sao Filipe,CV,14.8961,-24.4956,76.53,88,88,3.36,overcast clouds
356,Tual,ID,-5.6667,132.75,78.64,77,100,18.01,overcast clouds
357,Pailon,BO,-17.65,-62.75,89.28,29,7,11.25,clear sky
358,Yulara,AU,-25.2406,130.9889,46.69,48,5,11.05,clear sky
359,Torva,EE,58.0028,25.935,63.1,80,54,5.95,broken clouds
360,Jieshi,CN,22.8134,115.8257,82.78,84,6,2.06,clear sky
361,Chapais,CA,49.7834,-74.8492,73.18,38,100,4.65,overcast clouds
362,Faanui,PF,-16.4833,-151.75,77.76,66,0,10.36,clear sky
363,Tommot,RU,58.9564,126.2925,59.76,96,12,1.7,few clouds
364,Luderitz,NA,-26.6481,15.1594,57.97,58,2,19.53,clear sky
365,Tilichiki,RU,60.4667,166.1,53.94,51,6,6.29,clear sky
366,Vyazemskiy,RU,47.5378,134.7525,61.11,98,19,4.47,few clouds
367,Cairo,EG,30.0626,31.2497,84.96,54,0,11.5,clear sky
368,Aviles,ES,43.5547,-5.9248,69.93,78,75,4.61,broken clouds
369,Kokstad,ZA,-30.5472,29.4241,46.04,90,3,4.23,clear sky
370,Weston,US,26.1004,-80.3998,93.0,57,40,12.66,scattered clouds
371,Huilong,CN,31.8111,121.655,77.38,93,86,10.13,overcast clouds
372,Kamaishi,JP,39.2667,141.8833,68.77,94,65,3.83,broken clouds
373,Mehran,IR,33.1222,46.1646,101.46,8,0,10.13,clear sky
374,Lakatoro,VU,-16.0999,167.4164,79.47,84,43,13.02,scattered clouds
375,Bombay,IN,19.0144,72.8479,82.38,89,75,8.05,haze
376,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,76,68,2.48,broken clouds
377,Cockburn Town,TC,21.4612,-71.1419,82.29,76,0,19.75,clear sky
378,Araouane,ML,18.9048,-3.5265,92.73,37,82,6.69,broken clouds
379,Kavaratti,IN,10.5669,72.642,81.21,81,100,18.52,overcast clouds
380,Port Elizabeth,ZA,-33.918,25.5701,57.09,95,100,3.44,light intensity drizzle
381,Provideniya,RU,64.3833,-173.3,42.57,77,99,17.36,overcast clouds
382,Sioux Lookout,CA,50.1001,-91.917,75.27,69,75,12.66,broken clouds
383,Abu Dhabi,AE,24.4667,54.3667,96.91,65,0,6.91,clear sky
384,Little Current,CA,45.9793,-81.9248,75.42,86,75,20.2,broken clouds
385,Moussoro,TD,13.6408,16.4901,86.92,51,46,6.6,scattered clouds
386,Kasongo-Lunda,CD,-6.4667,16.8167,77.63,56,74,0.54,broken clouds
387,Ambilobe,MG,-13.2,49.05,69.67,65,10,9.71,clear sky
388,Conde,BR,-7.2597,-34.9075,76.46,83,75,12.66,broken clouds
389,Misratah,LY,32.3754,15.0925,81.05,62,0,12.17,clear sky
390,Coahuayana,MX,18.7333,-103.6833,95.9,47,77,6.4,broken clouds
391,Pangnirtung,CA,66.1451,-65.7125,48.2,87,100,11.5,light rain
392,Gari,RU,59.4307,62.3497,60.03,96,97,8.16,overcast clouds
393,Solnechnyy,RU,50.7214,136.6319,58.62,95,100,5.17,overcast clouds
394,Saint-Pierre,RE,-21.3393,55.4781,69.48,55,0,10.36,clear sky
395,Darnah,LY,32.767,22.6367,75.81,67,0,25.12,clear sky
396,Kosh-Agach,RU,50.0,88.6667,44.17,70,61,3.44,broken clouds
397,Jalu,LY,29.0331,21.5482,81.7,43,0,16.46,clear sky
398,Kedougou,SN,12.5579,-12.1743,84.78,74,40,0.0,scattered clouds
399,San Rafael,AR,-34.6177,-68.3301,74.32,8,0,5.48,clear sky
400,Hornostayivka,UA,47.0078,33.729,77.09,48,54,12.19,broken clouds
401,Korla,CN,41.7597,86.1469,68.61,47,0,4.7,clear sky
402,Regina,CA,50.4501,-104.6178,72.03,47,20,21.85,few clouds
403,Lagoa,PT,39.05,-27.9833,72.45,77,6,4.32,clear sky
404,Otjimbingwe,NA,-22.35,16.1333,59.27,41,0,2.08,clear sky
405,Ahipara,NZ,-35.1667,173.1667,53.96,77,70,17.72,light rain
406,Alenquer,BR,-1.9417,-54.7383,85.21,65,100,1.23,overcast clouds
407,La Gomera,GT,14.0833,-91.05,91.11,62,96,5.68,overcast clouds
408,Taylor,US,32.3001,-99.8337,109.42,19,0,8.05,clear sky
409,Ishigaki,JP,24.3448,124.1572,82.53,100,75,8.05,broken clouds
410,Hamilton,US,39.1834,-84.5333,94.24,64,75,16.11,broken clouds
411,Labrea,BR,-7.2586,-64.7981,94.62,27,0,1.74,clear sky
412,Sinnamary,GF,5.3833,-52.95,81.16,74,6,8.5,clear sky
413,Zhenlai,CN,45.8495,123.2973,74.75,71,81,6.58,broken clouds
414,Beira,MZ,-19.8436,34.8389,69.89,94,0,8.05,clear sky
415,Dogondoutchi,NE,13.6393,4.0287,88.92,48,100,10.18,overcast clouds
416,Padang,ID,-0.9492,100.3543,76.06,85,33,3.76,scattered clouds
417,Wajima,JP,37.4,136.9,73.8,84,100,2.48,overcast clouds
418,Lasa,IT,46.6166,10.7002,72.48,85,55,3.33,broken clouds
419,Taoudenni,ML,22.6783,-3.9836,96.96,31,64,23.33,broken clouds
420,Tura,IN,25.5198,90.2201,74.73,97,100,5.48,light rain
421,Kovur,IN,14.4833,79.9833,85.15,69,44,7.34,scattered clouds
422,Awjilah,LY,29.1081,21.2869,81.25,45,0,17.9,clear sky
423,Lazo,RU,43.3817,133.9014,64.65,99,100,1.9,overcast clouds
424,Businga,CD,3.3333,20.8833,70.43,97,67,0.76,broken clouds
425,Mirabad,AF,30.4362,61.8383,94.96,13,6,18.3,clear sky
426,Isla Vista,US,34.4133,-119.861,93.25,48,18,5.32,few clouds
427,Kirkland Lake,CA,48.1446,-80.0377,71.89,94,100,10.0,moderate rain
428,Smithers,CA,54.7804,-127.1743,62.92,59,75,3.44,broken clouds
429,Karratha,AU,-20.7377,116.8463,66.6,62,3,4.79,clear sky
430,Kaseda,JP,31.4167,130.3167,81.25,95,100,10.25,overcast clouds
431,General Roca,AR,-39.0333,-67.5833,67.23,30,2,27.78,clear sky
432,Broome,US,42.2506,-75.833,94.46,49,3,5.01,clear sky
433,Piacabucu,BR,-10.4056,-36.4344,74.98,86,89,12.06,overcast clouds
434,Basco,PH,20.4487,121.9702,85.42,76,16,13.06,few clouds
435,Dumas,US,35.8656,-101.9732,92.61,29,0,9.22,clear sky
436,Mazamari,PE,-11.3258,-74.5308,89.2,40,73,3.11,broken clouds
437,Masallatah,LY,32.6167,14.0,76.69,72,0,10.45,clear sky
438,Rudnichnyy,RU,59.617,52.4703,52.0,96,34,3.13,scattered clouds
439,Bani Walid,LY,31.7566,13.9942,78.6,55,0,11.99,clear sky
440,Varhaug,NO,58.6147,5.6457,64.69,79,100,8.79,moderate rain
441,Morant Bay,JM,17.8815,-76.4093,89.71,66,7,13.24,clear sky
442,Cuiluan,CN,47.72,128.648,61.5,97,0,1.25,clear sky
443,Pacifica,US,37.6138,-122.4869,82.15,81,20,17.27,few clouds
444,Maun,BW,-19.9833,23.4167,69.76,43,0,5.75,clear sky
445,Wanning,CN,18.8003,110.3967,80.62,88,27,12.84,scattered clouds
446,Necochea,AR,-38.5473,-58.7368,60.96,54,6,18.79,clear sky
447,Axim,GH,4.8699,-2.2405,74.16,68,62,6.69,broken clouds
448,Vestmannaeyjar,IS,63.4427,-20.2734,54.59,87,20,16.11,few clouds
449,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,79,17,12.75,few clouds
450,Mitsamiouli,KM,-11.3847,43.2844,75.92,68,0,11.43,clear sky
451,Dunhua,CN,43.3725,128.2425,62.44,95,99,1.86,overcast clouds
452,Grand Gaube,MU,-20.0064,57.6608,72.0,59,96,8.01,overcast clouds
453,Elat,IL,29.5581,34.9482,96.64,36,0,12.66,clear sky
454,Aswan,EG,24.0934,32.907,93.79,18,0,13.71,clear sky
455,Riosucio,CO,5.4216,-75.7032,71.1,73,89,2.57,overcast clouds
456,Santiago,CL,-33.4569,-70.6483,71.55,35,1,6.91,clear sky
457,Lingyuan,CN,41.24,119.4011,65.17,94,99,2.98,overcast clouds
458,Barra Do Garcas,BR,-15.89,-52.2567,91.98,27,0,6.91,clear sky
459,Elko,US,41.0002,-115.5012,93.74,25,74,8.01,broken clouds
460,Nalut,LY,30.3333,10.85,87.94,16,0,9.75,clear sky
461,Teya,RU,60.3778,92.6267,49.82,97,75,4.38,broken clouds
462,Ginda,IN,30.6945,78.4932,66.67,98,100,0.67,overcast clouds
463,Saint-Augustin,CA,51.226,-58.6502,56.43,89,100,14.56,overcast clouds
464,Touros,BR,-5.1989,-35.4608,77.16,78,98,13.73,overcast clouds
465,Svetlaya,RU,46.5389,138.3297,59.95,92,85,7.81,overcast clouds
466,Kharp,RU,66.8014,65.8081,59.41,61,100,5.59,overcast clouds
467,Ayan,RU,56.45,138.1667,57.2,98,100,4.81,overcast clouds
468,Shenjiamen,CN,29.9576,122.298,78.01,95,71,5.97,broken clouds
469,Port Blair,IN,11.6667,92.75,78.84,94,100,3.44,mist
470,Kelheim,DE,48.9167,11.8667,87.04,68,99,11.39,overcast clouds
471,Pacific Grove,US,36.6177,-121.9166,78.21,86,40,11.5,scattered clouds
472,Dergachi,RU,51.2328,48.7659,64.92,59,7,3.18,clear sky
473,Tadine,NC,-21.55,167.8833,74.35,92,100,10.04,overcast clouds
474,Choya,RU,52.0108,86.5467,53.53,73,46,4.81,scattered clouds
475,Manokwari,ID,-0.8667,134.0833,78.39,79,98,5.99,overcast clouds
476,Valdez,EC,1.2492,-78.9831,78.46,79,50,11.81,scattered clouds
477,Bahia Blanca,AR,-38.7196,-62.2724,64.71,41,44,17.38,scattered clouds
478,Envira,BR,-7.3,-70.2167,91.18,31,3,3.51,clear sky
479,Saskatoon,CA,52.1168,-106.6345,75.16,37,40,27.63,scattered clouds
480,Marienburg,PL,54.0359,19.0266,72.57,62,0,5.61,clear sky
481,Xuddur,SO,4.1213,43.8894,75.02,52,96,17.96,overcast clouds
482,Akcaabat,TR,41.0212,39.5715,73.27,64,75,4.61,broken clouds
483,Monrovia,LR,6.3005,-10.7969,78.57,80,100,13.06,light rain
484,Mayumba,GA,-3.432,10.6554,70.47,93,87,6.67,overcast clouds
485,Oranjemund,NA,-28.55,16.4333,53.76,79,48,18.41,scattered clouds
486,Daru,PG,-9.0763,143.2092,75.81,92,100,11.07,overcast clouds
487,Vao,NC,-22.6667,167.4833,73.89,88,97,9.8,overcast clouds
488,Djenne,ML,13.9061,-4.5533,81.37,70,93,8.48,overcast clouds
489,Alpena,US,45.0617,-83.4327,80.19,88,100,11.5,mist
490,Bontang,ID,0.1333,117.5,78.35,84,1,1.34,clear sky
491,Milkovo,RU,54.7167,158.6167,67.39,68,1,3.49,clear sky
492,Pevek,RU,69.7008,170.3133,31.51,92,98,13.96,overcast clouds
493,Idrinskoye,RU,54.3708,92.1358,53.51,88,96,2.39,overcast clouds
494,Gushikawa,JP,26.3544,127.8686,83.43,87,97,12.08,overcast clouds
495,Lodwar,KE,3.1191,35.5973,81.68,46,86,17.9,overcast clouds
496,Methoni,GR,36.8197,21.7049,73.26,61,0,6.4,clear sky
497,Mutoko,ZW,-17.397,32.2268,60.49,61,71,7.36,broken clouds
498,Makakilo City,US,21.3469,-158.0858,79.12,61,40,16.11,scattered clouds
499,Ocampo,MX,21.65,-101.5,83.05,16,18,13.27,few clouds
500,Dutse,NG,11.7594,9.3392,72.18,79,100,3.44,overcast clouds
501,Stornoway,GB,58.2093,-6.3865,57.92,89,100,5.75,overcast clouds
502,Beringovskiy,RU,63.05,179.3167,42.53,79,100,18.52,light rain
503,Kayerkan,RU,69.3497,87.7602,51.53,100,100,5.55,overcast clouds
504,Meulaboh,ID,4.1363,96.1285,75.67,86,99,3.69,overcast clouds
505,North Bend,US,43.4065,-124.2243,70.92,85,100,10.36,overcast clouds
506,Nara,JP,34.6851,135.8049,77.5,68,98,0.76,overcast clouds
507,Douglas,US,41.3,-96.167,89.47,35,0,12.66,clear sky
508,Wewak,PG,-3.5534,143.6268,76.8,87,100,5.12,overcast clouds
509,Vershino-Darasunskiy,RU,52.35,115.5167,56.28,97,43,4.18,scattered clouds
510,Bairiki,KI,1.3292,172.9752,80.85,80,29,12.41,scattered clouds
511,The Valley,AI,18.217,-63.0578,86.83,70,40,17.27,scattered clouds
512,Malkangiri,IN,18.35,81.9,76.91,91,100,1.92,overcast clouds
513,Ugoofaaru,MV,5.6667,73.0,80.82,76,95,16.46,overcast clouds
514,Tashla,RU,51.7716,52.7427,64.11,53,25,3.4,scattered clouds
515,Sept-Iles,CA,50.2001,-66.3821,78.06,47,75,21.85,broken clouds
516,Prince Albert,CA,53.2001,-105.7677,69.75,49,75,23.02,broken clouds
517,Suba,PH,10.8438,121.0102,83.1,73,100,3.94,light rain
518,Turukhansk,RU,65.8167,87.9833,48.54,95,100,8.28,overcast clouds
519,Valer,NO,60.6785,11.8331,66.9,63,100,3.62,overcast clouds
520,Bukachacha,RU,52.9833,116.9167,57.83,97,65,2.59,light rain
521,Avera,US,33.194,-82.5271,90.37,56,99,7.09,overcast clouds
522,Rochefort,FR,45.9167,-1.0,68.05,82,10,5.99,clear sky
523,Conceicao Do Araguaia,BR,-8.2578,-49.2647,94.06,22,1,5.19,clear sky
524,Praia,CV,14.9215,-23.5087,79.34,83,75,8.05,broken clouds
525,Moerai,PF,-22.4333,-151.3333,71.58,72,100,34.58,overcast clouds
526,Camopi,GF,3.1655,-52.3158,80.24,80,52,4.99,light rain
527,Rio Grande,BR,-32.035,-52.0986,71.71,88,0,11.56,clear sky
528,Ukiah,US,39.1502,-123.2078,101.44,22,0,1.99,clear sky
529,Candolim,IN,15.5181,73.7626,78.8,89,75,4.61,broken clouds
530,Znamenskoye,RU,57.1281,73.8282,60.4,99,100,3.4,light rain
531,Rantepao,ID,-2.9701,119.8978,65.25,95,14,2.68,few clouds
532,Kupang,ID,-10.1667,123.5833,74.12,87,94,8.59,overcast clouds
533,Dingle,PH,10.9995,122.6711,76.75,88,68,2.37,light rain
534,Rapid Valley,US,44.0625,-103.1463,98.76,21,0,8.01,clear sky
535,Lleida,ES,41.6167,0.6167,88.0,52,0,8.05,clear sky
536,Varzea Da Palma,BR,-17.5981,-44.7308,84.2,25,0,6.8,clear sky
537,Derzhavinsk,KZ,51.1,66.3167,72.21,55,100,7.09,overcast clouds
538,Stony Plain,CA,53.5334,-114.0021,73.81,47,0,6.91,clear sky
539,Ifanadiana,MG,-21.3,47.6333,59.23,98,77,1.95,light rain
540,Metro,ID,-5.1131,105.3067,73.9,95,10,5.66,clear sky
541,Karlskrona,SE,56.1616,15.5866,68.45,80,70,6.53,broken clouds
542,Palora,EC,-1.7,-77.9333,77.11,58,95,1.45,overcast clouds
543,Lashio,MM,22.9333,97.75,69.78,100,100,1.3,overcast clouds
544,Ler,SS,8.3018,30.1418,72.37,85,97,2.3,overcast clouds
545,Kazerun,IR,29.6195,51.6541,87.57,41,0,1.95,clear sky
546,Ust-Karsk,RU,52.7011,118.8077,60.64,96,16,2.46,few clouds
547,Baruun-Urt,MN,46.6806,113.2792,66.22,57,25,7.29,scattered clouds
548,Inyonga,TZ,-6.7167,32.0667,65.82,48,1,5.32,clear sky
549,Totolapan,MX,18.5167,-96.1833,91.26,59,83,2.64,broken clouds
550,Sorland,NO,67.667,12.6934,54.54,88,97,22.97,overcast clouds
551,Isangel,VU,-19.55,169.2667,76.17,88,99,9.44,overcast clouds
552,Ostrovnoy,RU,68.0531,39.5131,47.68,96,24,5.08,few clouds
553,Sabang,ID,5.8933,95.3214,82.74,76,100,24.0,overcast clouds
554,Mozarlandia,BR,-14.7447,-50.5706,92.52,16,3,4.25,clear sky
555,Neuquen,AR,-38.9516,-68.0591,71.49,23,0,26.46,clear sky
556,Kochi,IN,9.9399,76.2602,78.78,89,100,11.14,overcast clouds
557,Ust-Nera,RU,64.5667,143.2,56.3,77,99,9.08,overcast clouds
558,Asau,RO,46.4333,26.4,70.72,58,12,5.55,few clouds
559,Phalodi,IN,27.1333,72.3667,89.89,63,63,18.28,broken clouds
560,Leshukonskoye,RU,64.8989,45.7622,65.14,62,72,4.27,broken clouds
561,Moose Factory,CA,51.2585,-80.6094,71.6,68,75,13.8,haze
562,Tuyen Quang,VN,21.8233,105.2181,76.82,96,100,1.99,overcast clouds
563,Stromness,GB,58.965,-3.296,57.16,87,100,5.99,overcast clouds
564,Zaragoza,ES,41.6561,-0.8773,89.02,34,0,14.97,clear sky
565,Usogorsk,RU,63.4106,48.6872,58.06,95,11,3.83,few clouds
566,Hudson Bay,CA,52.85,-102.3842,71.74,46,48,14.54,scattered clouds
567,Verkhniy Uslon,RU,55.7701,48.9823,60.22,80,80,3.18,broken clouds
568,Finspang,SE,58.7058,15.7674,79.32,66,31,4.99,scattered clouds
569,Acari,PE,-15.4311,-74.6158,72.81,55,39,8.46,scattered clouds
570,Aksu,CN,41.1231,80.2644,76.62,23,0,3.42,clear sky
571,Half Moon Bay,US,37.4636,-122.4286,83.05,69,75,17.27,broken clouds
572,Tieling,CN,42.2931,123.8414,68.11,91,100,2.75,overcast clouds
573,Vostok,RU,46.4856,135.8833,58.19,98,12,3.02,few clouds
574,Huichapan,MX,20.3833,-99.65,83.1,27,49,9.66,scattered clouds
575,Muroto,JP,33.2833,134.15,78.51,77,100,4.83,overcast clouds
576,Cartagena,CO,10.3997,-75.5144,87.42,74,40,13.8,scattered clouds
577,Rudsar,IR,37.1376,50.288,80.58,86,60,5.37,broken clouds
578,Biloela,AU,-24.4167,150.5,58.44,80,100,18.97,overcast clouds
579,Filadelfia,US,39.9523,-75.1638,97.05,46,40,10.36,scattered clouds
580,Tocopilla,CL,-22.092,-70.1979,63.73,74,100,5.3,overcast clouds
581,Arlit,NE,18.7369,7.3853,93.27,29,74,6.73,broken clouds
582,Kidal,ML,18.4411,1.4078,91.33,38,76,8.86,broken clouds
583,Loyga,RU,61.0784,44.6075,50.54,99,53,4.65,broken clouds
584,Youghal,IE,51.95,-7.8506,61.81,80,100,9.95,overcast clouds
585,Darhan,MN,49.4867,105.9228,55.2,76,72,4.74,broken clouds
586,Azuaga,ES,38.2667,-5.6833,85.62,14,0,4.27,clear sky
587,Kahului,US,20.8947,-156.47,79.97,61,20,14.97,few clouds
588,Tagusao,PH,9.1924,117.8141,78.8,83,94,3.22,overcast clouds
589,Missoula,US,47.0166,-113.8009,80.85,25,0,9.73,clear sky
590,San Joaquin,US,37.9333,-121.3011,95.52,23,0,9.22,clear sky
591,Muros,ES,42.7762,-9.0603,71.1,77,3,13.09,clear sky
592,Bollnas,SE,61.3482,16.3946,69.66,61,85,3.62,overcast clouds
593,Gigmoto,PH,13.7796,124.39,81.48,85,99,5.84,overcast clouds
594,Gat,IL,31.61,34.7642,81.81,100,0,5.5,clear sky
595,Lukovetskiy,RU,64.2956,41.9211,63.0,78,60,3.91,broken clouds
596,Dongying,CN,37.4564,118.4856,71.83,86,98,1.1,overcast clouds
597,Waipawa,NZ,-41.4122,175.5153,42.87,91,100,16.84,overcast clouds
598,Hazorasp,UZ,41.3194,61.0742,82.24,17,0,12.1,clear sky
599,Honiara,SB,-9.4333,159.95,76.19,86,33,5.14,scattered clouds
600,Kita,ML,13.0349,-9.4895,74.71,85,100,3.06,light rain
601,Ushtobe,KZ,45.2514,77.9838,69.93,25,0,8.08,clear sky
602,Kabanjahe,ID,3.1001,98.4908,60.75,93,100,3.74,overcast clouds
603,Salisbury,GB,51.0693,-1.7957,70.54,81,75,11.5,broken clouds
604,Tres Arroyos,AR,-38.3739,-60.2798,62.04,48,76,18.92,broken clouds
605,Homer,US,59.6425,-151.5483,57.09,86,75,4.61,broken clouds
606,Humaita,BR,-7.5061,-63.0208,96.62,24,0,1.1,clear sky
607,Juneau,US,58.3019,-134.4197,53.22,95,100,18.41,light rain
608,Hailar,CN,49.2,119.7,64.13,69,12,2.8,few clouds
609,Seoul,KR,37.5683,126.9778,71.2,97,100,13.8,light rain
610,Mapiri,BO,-15.25,-68.1667,82.92,47,85,3.58,overcast clouds
611,Bloomfield,US,40.8068,-74.1854,99.79,44,0,6.91,clear sky
612,Redlands,US,34.0556,-117.1825,100.53,23,75,6.91,broken clouds
613,Yanai,JP,33.9667,132.1167,78.8,84,91,2.39,overcast clouds
614,Puerto Ayacucho,VE,5.6639,-67.6236,82.38,69,60,2.26,broken clouds
615,Cherusti,RU,55.5498,40.0107,53.69,96,70,4.68,broken clouds
616,Sirsa,IN,29.5333,75.0167,83.32,76,98,12.8,overcast clouds
617,Bentiu,SS,9.2333,29.8333,72.73,89,95,2.3,overcast clouds
618,Maniitsoq,GL,65.4167,-52.9,44.38,98,100,15.26,light rain
619,Gagra,GE,43.3283,40.2239,70.72,82,81,4.09,broken clouds
620,Laguna,US,38.421,-121.4238,100.02,29,0,6.91,clear sky
621,Rocha,UY,-34.4833,-54.3333,59.63,80,1,9.62,clear sky
622,Saldanha,ZA,-33.0117,17.9442,46.45,62,0,12.68,clear sky
623,Kishtwar,IN,33.3167,75.7667,67.95,94,98,1.48,overcast clouds
624,Qandala,SO,11.472,49.8728,86.45,57,60,6.71,broken clouds
625,Gamba,GA,-2.65,10.0,70.36,92,91,6.26,overcast clouds
626,Maragogi,BR,-9.0122,-35.2225,74.95,88,44,11.27,scattered clouds
627,Alora,ES,36.8236,-4.7058,77.92,51,0,5.57,clear sky
628,Preobrazheniye,RU,42.9019,133.9064,63.63,93,100,5.35,overcast clouds
629,Hun,LY,29.1268,15.9477,85.12,29,0,17.65,clear sky
630,Ucluelet,CA,48.9329,-125.5528,57.51,72,6,5.17,clear sky
631,Suntar,RU,62.1444,117.6319,56.34,94,100,3.94,overcast clouds
632,Patitirion,GR,39.15,23.8667,75.38,63,0,11.25,clear sky
633,Fort-Shevchenko,KZ,44.5086,50.263,77.68,64,100,21.07,overcast clouds
634,Emerald,AU,-23.5333,148.1667,56.34,88,85,9.26,overcast clouds
635,Sola,VU,-13.8833,167.55,80.71,79,56,19.48,broken clouds
636,Masvingo,ZW,-20.0637,30.8277,62.83,59,94,4.72,overcast clouds
637,Oksfjord,NO,70.2396,22.3479,64.47,74,88,6.11,overcast clouds
638,Calvinia,ZA,-31.4707,19.776,44.42,71,0,3.49,clear sky
639,Rapar,IN,23.5667,70.6333,82.15,80,100,16.89,overcast clouds
640,Teknaf,BD,20.8624,92.3058,80.28,89,99,5.26,overcast clouds
641,Manhattan,US,40.7834,-73.9662,99.01,44,20,20.71,few clouds
642,Olinda,BR,-8.0089,-34.8553,76.73,78,75,14.97,broken clouds
643,Alyangula,AU,-13.8483,136.4192,67.71,82,13,9.66,few clouds
644,Calama,CL,-22.4667,-68.9333,73.89,9,40,17.27,scattered clouds
645,Broken Hill,AU,-31.95,141.4333,47.64,94,99,13.02,overcast clouds
646,Srandakan,ID,-7.9386,110.2506,76.39,81,100,7.38,overcast clouds
647,Sterling,US,39.0062,-77.4286,94.55,54,40,7.0,scattered clouds
648,Senador Jose Porfirio,BR,-2.5908,-51.9542,83.37,71,89,2.55,overcast clouds
649,Santa Cruz,BO,-17.8,-63.1667,87.85,37,7,18.41,clear sky
650,Kismayo,SO,-0.3582,42.5454,75.15,79,94,16.37,light rain
651,Snezhnogorsk,RU,69.1933,33.2531,64.18,91,100,4.9,overcast clouds
652,Toora-Khem,RU,52.4675,96.11,45.39,87,6,0.18,clear sky
653,Amapa,BR,1.0,-52.0,78.48,94,62,4.12,broken clouds
654,Albina,SR,5.5,-54.05,82.8,75,57,5.12,broken clouds
655,Hwange,ZW,-18.3693,26.5019,66.51,55,93,1.43,overcast clouds
656,Polunochnoye,RU,60.8697,60.4153,57.04,98,100,6.85,light rain
657,Golovchino,RU,50.5341,35.797,55.83,94,0,11.5,clear sky
658,Te Anau,NZ,-45.4167,167.7167,37.9,94,95,3.33,overcast clouds
659,Eldorado,BR,-23.7869,-54.2836,80.98,48,3,5.26,clear sky
660,Murray Bridge,AU,-35.1167,139.2667,43.34,79,64,1.39,broken clouds
661,Perth,AU,-31.9333,115.8333,61.79,91,100,18.41,light rain
662,Cabinda,AO,-5.55,12.2,73.54,83,75,8.05,broken clouds
663,Makokou,GA,0.5738,12.8642,74.14,78,100,2.86,overcast clouds
664,Balgazyn,RU,51.0,95.2,49.06,66,5,3.02,clear sky
665,Marsa Matruh,EG,31.3525,27.2453,77.2,73,0,6.91,clear sky
666,Ryazanovskiy,RU,55.55,39.4333,54.0,97,100,5.64,overcast clouds
667,Peleduy,RU,59.6289,112.7406,60.66,95,100,9.22,light rain
668,Gopalganj,IN,26.4667,84.4333,81.57,81,100,7.74,overcast clouds
669,Marsabit,KE,2.3284,37.9899,62.19,70,60,20.33,broken clouds
670,Kuchurhan,UA,47.163,29.7894,77.49,38,97,8.3,overcast clouds
671,Cape Canaveral,US,28.4058,-80.6048,96.06,61,2,16.91,clear sky
672,Eresos,GR,39.1667,25.9333,71.89,60,0,16.75,clear sky
673,Bahia Honda,CU,22.9036,-83.1592,88.05,62,13,11.99,moderate rain
674,Baracoa,CU,20.3467,-74.4958,85.33,67,64,8.19,broken clouds
675,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,100,100,4.47,overcast clouds
676,Puerto Leguizamo,CO,-0.1934,-74.7819,71.51,98,100,2.26,moderate rain
677,Hovd,MN,48.0056,91.6419,55.6,57,10,3.78,clear sky
678,Bage,BR,-31.3314,-54.1069,74.98,60,0,8.05,clear sky
679,Matehuala,MX,23.65,-100.65,90.18,20,76,4.63,broken clouds
680,Port Macquarie,AU,-31.4333,152.9167,51.69,100,75,4.61,broken clouds
681,Nantucket,US,41.2835,-70.0995,89.74,74,0,11.5,clear sky
